2021-02-17 23:05:48.464257,0,0,0.0,aa550f08010000000000c096aa55f0030303f6aa
2021-02-17 23:05:49.464138,0,0,0.0,aa550f07023434333333ebaa550f080100000000
2021-02-17 23:05:50.464158,0,0,0.0,aa550f0702373838383734aa550f080100000000
2021-02-17 23:05:51.464207,0,0,0.0,aa550f07022224272b309faa550f080100000000
2021-02-17 23:05:52.414160,0,0,0.0,aa550f070246403b383578aa550f080100000000
2021-02-17 23:05:53.415160,0,14080,13.1,3783aa550f07023634312d28aaaa550f08010000
2021-02-17 23:05:54.465056,0,0,0.0,aa550f0702261e160e09baaa550f080100000000
2021-02-17 23:05:55.471395,0,0,0.0,aa550f07022e2d2e2f3224aa550f080100000000
2021-02-17 23:05:56.465076,0,0,0.0,aa550f0702393836353409aa550f080100000000
2021-02-17 23:05:57.514954,0,0,0.0,aa550f07023c3c3b3b3a06aa550f080100000000
2021-02-17 23:05:59.664461,0,0,0.0,21c1aa550f08010000000000c096aa55f0030303
2021-02-17 23:06:00.464028,0,0,0.0,aa550f0702312e2d2b2a3faa550f080100000000
2021-02-17 23:06:01.564007,0,0,0.0,aa550f07022122232425fcaa550f080100000000
2021-02-17 23:06:02.415045,97,65,0.0,aa550f0702292724221f53aa550f080161410000
2021-02-17 23:06:03.471240,96,65,18.7,aa550f0702252524242441aa550f0801604100bb
2021-02-17 23:06:04.414757,96,65,18.7,aa550f07021e1e1e1e1ed7aa550f0801604100bb
2021-02-17 23:06:05.464864,96,65,18.7,aa550f07021b1b1b1b1cf2aa550f0801604100bb
2021-02-17 23:06:06.414686,96,65,18.7,aa550f07021b1c212a3674aa550f0801604100bb
2021-02-17 23:06:07.464544,96,65,18.7,aa550f07025b58d44f4a35aa550f0801604100bb
2021-02-17 23:06:08.414441,96,65,16.5,aa550f070224211f1d1bfdaa550f0801604100a5
2021-02-17 23:06:09.464393,96,70,16.5,aa550f07021212131418ceaa550f0801604600a5
2021-02-17 23:06:10.464362,96,70,15.9,aa550f07021515161616a2aa550f08016046009f
2021-02-17 23:06:11.414299,96,70,15.9,aa550f07021b1b1b1b1b71aa550f08016046009f
2021-02-17 23:06:12.414288,96,70,15.9,aa550f07022423222120caaa550f08016046009f
2021-02-17 23:06:13.414226,96,70,15.8,aa550f070232302e2c2ad6aa550f08016046009e
2021-02-17 23:06:14.414246,96,70,15.8,aa550f0702d24d47423cd4aa550f08016046009e
2021-02-17 23:06:15.464213,96,64,13.7,aa550f07026c6c6965df02aa550f080160400089
2021-02-17 23:06:16.414071,96,61,13.7,aa550f07022e3946525d89aa550f0801603d0089
2021-02-17 23:06:17.414052,97,57,13.7,aa550f0702202022262f72aa550f080161390089
2021-02-17 23:06:18.471561,97,53,13.0,aa550f07021d1d1e1e20b0aa550f080161350082
